SKU,Status,VMD_Realizado_60D,VMD_Previsto_Amanha,VMD_Previsto_7D
10530,Modelo não treinado,,,
18615,Modelo não treinado,,,
61580,Modelo não treinado,,,
67857,Modelo não treinado,,,
74001,Modelo não treinado,,,
59526,Modelo não treinado,,,
127410,Modelo não treinado,,,
63257,Modelo não treinado,,,
8247,Sucesso,0.4,0.4166666666666667,0.38333333333333336
17750,Modelo não treinado,,,
8248,Modelo não treinado,,,
179855,Modelo não treinado,,,
179857,Modelo não treinado,,,
179854,Modelo não treinado,,,
179859,Modelo não treinado,,,
179858,Modelo não treinado,,,
181018,Modelo não treinado,,,
179856,Modelo não treinado,,,
179861,Modelo não treinado,,,
179875,Modelo não treinado,,,
179852,Modelo não treinado,,,
179853,Modelo não treinado,,,
179860,Modelo não treinado,,,
179873,Modelo não treinado,,,
179874,Modelo não treinado,,,
82360,Sucesso,0.06666666666666667,0.06666666666666667,0.05
82362,Sucesso,0.11666666666666667,0.11666666666666667,0.1
82361,Sucesso,0.4166666666666667,0.4166666666666667,0.36666666666666664
128187,Modelo não treinado,,,
42877,Sucesso,3.5166666666666666,3.6666666666666665,4.65
48678,Sucesso,0.9833333333333333,0.9833333333333333,0.7666666666666667
51000,Sucesso,0.55,0.5333333333333333,0.26666666666666666
55314,Sucesso,1.0666666666666667,1.0333333333333334,0.8
88948,Sucesso,0.9333333333333333,0.9333333333333333,0.6
55316,Sucesso,1.7833333333333334,1.7833333333333334,1.6166666666666667
68754,Sucesso,0.23333333333333334,0.23333333333333334,0.21666666666666667
88949,Sucesso,0.9,0.9,0.8833333333333333
46142,Sucesso,0.4166666666666667,0.4166666666666667,0.26666666666666666
56726,Sucesso,0.65,0.6666666666666666,0.5666666666666667
88951,Sucesso,0.3,0.3,0.2833333333333333
66004,Sucesso,0.23333333333333334,0.23333333333333334,0.21666666666666667
116925,Sucesso,0.48333333333333334,0.48333333333333334,0.5333333333333333
116934,Modelo não treinado,,,
42878,Sucesso,1.55,1.5833333333333333,2.216666666666667
104568,Modelo não treinado,,,
116933,Modelo não treinado,,,
18905,Sucesso,0.6166666666666667,0.6,0.5333333333333333
50650,Sucesso,0.16666666666666666,0.16666666666666666,0.16666666666666666
88957,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
88950,Sucesso,0.4166666666666667,0.4666666666666667,0.7333333333333333
174720,Modelo não treinado,,,
174723,Modelo não treinado,,,
116928,Modelo não treinado,,,
116924,Modelo não treinado,,,
116926,Modelo não treinado,,,
116932,Modelo não treinado,,,
116931,Modelo não treinado,,,
116930,Modelo não treinado,,,
174721,Modelo não treinado,,,
174724,Modelo não treinado,,,
174726,Modelo não treinado,,,
174727,Modelo não treinado,,,
116938,Sucesso,0.45,0.45,0.38333333333333336
174714,Modelo não treinado,,,
174715,Modelo não treinado,,,
174719,Modelo não treinado,,,
174729,Modelo não treinado,,,
55315,Sucesso,0.31666666666666665,0.31666666666666665,0.3
116936,Modelo não treinado,,,
174709,Modelo não treinado,,,
88947,Sucesso,0.7333333333333333,0.7,0.9833333333333333
116923,Modelo não treinado,,,
116929,Modelo não treinado,,,
174704,Modelo não treinado,,,
174708,Modelo não treinado,,,
174717,Modelo não treinado,,,
174706,Modelo não treinado,,,
174711,Modelo não treinado,,,
34935,Sucesso,0.7833333333333333,0.75,0.75
29509,Sucesso,1.25,1.3166666666666667,1.6166666666666667
34558,Sucesso,1.1,1.1,1.1833333333333333
39433,Sucesso,0.7,0.7166666666666667,0.7166666666666667
56727,Sucesso,0.4666666666666667,0.45,0.4
68753,Sucesso,1.15,1.1166666666666667,1.3833333333333333
68756,Modelo não treinado,,,
69964,Modelo não treinado,,,
88952,Sucesso,0.25,0.25,0.21666666666666667
88955,Modelo não treinado,,,
88956,Sucesso,0.0,0.0,0.0
88954,Modelo não treinado,,,
90106,Modelo não treinado,,,
90108,Sucesso,0.08333333333333333,0.1,0.13333333333333333
90109,Modelo não treinado,,,
116927,Modelo não treinado,,,
116935,Modelo não treinado,,,
116937,Sucesso,0.11666666666666667,0.1,0.06666666666666667
174705,Modelo não treinado,,,
174710,Modelo não treinado,,,
174712,Modelo não treinado,,,
174713,Modelo não treinado,,,
174716,Modelo não treinado,,,
174718,Modelo não treinado,,,
174722,Modelo não treinado,,,
174728,Modelo não treinado,,,
174730,Modelo não treinado,,,
87158,Sucesso,0.36666666666666664,0.36666666666666664,0.35
61264,Sucesso,0.5166666666666667,0.5,0.5
51309,Sucesso,0.0,0.0,0.0
51310,Sucesso,0.0,0.0,0.0
51955,Modelo não treinado,,,
67827,Sucesso,14.5,15.383333333333333,23.966666666666665
41535,Sucesso,0.6666666666666666,0.6333333333333333,0.5666666666666667
41536,Sucesso,1.2333333333333334,1.2333333333333334,3.3
41537,Sucesso,1.5333333333333334,1.6833333333333333,2.3333333333333335
41539,Modelo não treinado,,,
41541,Sucesso,2.85,3.316666666666667,3.6333333333333333
41542,Sucesso,2.55,2.6,3.0833333333333335
41548,Sucesso,0.5333333333333333,0.55,0.6
42919,Sucesso,11.933333333333334,12.066666666666666,14.35
69315,Sucesso,7.683333333333334,7.916666666666667,9.816666666666666
41549,Sucesso,2.15,2.75,5.066666666666666
41563,Sucesso,0.7166666666666667,0.8,0.8166666666666667
49481,Modelo não treinado,,,
49483,Sucesso,1.2,1.2,1.15
51312,Sucesso,10.216666666666667,11.0,71.93333333333334
69316,Sucesso,20.1,20.966666666666665,28.783333333333335
51311,Sucesso,42.8,43.11666666666667,45.38333333333333
52054,Sucesso,1.1833333333333333,1.1166666666666667,0.8
56715,Sucesso,12.5,12.716666666666667,13.816666666666666
56917,Sucesso,6.35,6.516666666666667,7.566666666666666
56918,Sucesso,1.8,1.5666666666666667,1.4666666666666666
57478,Sucesso,1.2833333333333334,1.2666666666666666,1.1666666666666667
57477,Sucesso,3.716666666666667,3.75,4.55
57476,Sucesso,2.45,2.466666666666667,3.6166666666666667
57475,Sucesso,1.75,1.75,1.6166666666666667
64454,Sucesso,0.4666666666666667,0.45,0.4166666666666667
69317,Sucesso,2.933333333333333,3.183333333333333,7.716666666666667
69318,Sucesso,0.8833333333333333,0.8333333333333334,0.8666666666666667
69319,Sucesso,2.0,1.9166666666666667,1.6333333333333333
69320,Modelo não treinado,,,
69321,Modelo não treinado,,,
69322,Sucesso,0.0,0.0,0.0
70551,Sucesso,0.8333333333333334,0.8,0.9666666666666667
74077,Sucesso,2.9166666666666665,2.95,3.4166666666666665
74437,Sucesso,2.0,2.033333333333333,2.5833333333333335
74751,Sucesso,1.2833333333333334,1.3,1.4
74752,Sucesso,2.433333333333333,2.466666666666667,2.9833333333333334
74438,Modelo não treinado,,,
76713,Sucesso,3.316666666666667,3.35,3.8333333333333335
78019,Sucesso,6.333333333333333,6.433333333333334,7.183333333333334
78021,Sucesso,0.8166666666666667,0.8333333333333334,1.2
78023,Modelo não treinado,,,
80280,Sucesso,2.35,2.5166666666666666,3.066666666666667
80283,Sucesso,1.0,1.0,0.8666666666666667
80284,Sucesso,0.7,0.7,0.6333333333333333
80285,Sucesso,1.05,1.05,0.9166666666666666
81938,Sucesso,1.0833333333333333,1.0833333333333333,1.15
83143,Sucesso,1.45,1.5333333333333334,3.5
83142,Modelo não treinado,,,
83146,Sucesso,2.55,2.55,2.75
83145,Sucesso,1.2166666666666666,1.2,1.2333333333333334
84164,Modelo não treinado,,,
84165,Sucesso,0.4666666666666667,0.4666666666666667,0.48333333333333334
84920,Sucesso,1.6333333333333333,1.6666666666666667,1.4833333333333334
85520,Sucesso,1.15,1.1666666666666667,0.9166666666666666
85521,Sucesso,3.7333333333333334,3.716666666666667,3.55
85522,Sucesso,0.7166666666666667,0.7,0.6666666666666666
87157,Sucesso,2.45,2.45,2.2
87159,Sucesso,0.2833333333333333,0.2833333333333333,0.31666666666666665
12497,Modelo não treinado,,,
26539,Sucesso,0.8833333333333333,0.9833333333333333,3.316666666666667
99026,Sucesso,0.6,0.6,0.5666666666666667
99028,Sucesso,1.3333333333333333,1.3,1.05
99027,Sucesso,0.85,0.8333333333333334,0.7666666666666667
99024,Sucesso,2.1,2.033333333333333,1.6833333333333333
111111,Sucesso,0.5333333333333333,0.5333333333333333,0.5
99025,Sucesso,1.5333333333333334,1.5333333333333334,1.3833333333333333
130047,Sucesso,0.4166666666666667,0.4,0.3333333333333333
101891,Sucesso,0.15,0.13333333333333333,0.13333333333333333
101889,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
111101,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
111103,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
101888,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
111102,Modelo não treinado,,,
130046,Sucesso,0.2,0.2,0.16666666666666666
99029,Sucesso,1.1666666666666667,1.2166666666666666,1.7
101890,Modelo não treinado,,,
134484,Sucesso,3.1666666666666665,3.15,3.5166666666666666
111099,Modelo não treinado,,,
111110,Sucesso,0.25,0.25,0.23333333333333334
130045,Sucesso,0.45,0.4166666666666667,0.4
101887,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
28933,Sucesso,2.6333333333333333,2.65,2.7666666666666666
191941,Modelo não treinado,,,
90338,Sucesso,9.4,8.183333333333334,8.333333333333334
111100,Modelo não treinado,,,
111104,Modelo não treinado,,,
101886,Modelo não treinado,,,
111109,Modelo não treinado,,,
130044,Sucesso,1.1833333333333333,1.2166666666666666,1.5166666666666666
134485,Modelo não treinado,,,
127768,Sucesso,0.0,0.0,0.0
74599,Sucesso,0.016666666666666666,0.016666666666666666,0.016666666666666666
74600,Sucesso,0.06666666666666667,0.06666666666666667,0.05
151006,Modelo não treinado,,,
85417,Modelo não treinado,,,
130020,Modelo não treinado,,,
110062,Modelo não treinado,,,
90287,Modelo não treinado,,,
110066,Modelo não treinado,,,
74906,Modelo não treinado,,,
110054,Modelo não treinado,,,
130016,Modelo não treinado,,,
74978,Modelo não treinado,,,
82439,Modelo não treinado,,,
90279,Modelo não treinado,,,
74912,Modelo não treinado,,,
74603,Modelo não treinado,,,
82443,Modelo não treinado,,,
90286,Modelo não treinado,,,
130019,Modelo não treinado,,,
191872,Modelo não treinado,,,
74449,Modelo não treinado,,,
74601,Modelo não treinado,,,
74602,Modelo não treinado,,,
74450,Modelo não treinado,,,
75149,Modelo não treinado,,,
126480,Modelo não treinado,,,
130018,Modelo não treinado,,,
90282,Modelo não treinado,,,
110063,Modelo não treinado,,,
74913,Modelo não treinado,,,
85416,Modelo não treinado,,,
90284,Modelo não treinado,,,
74914,Modelo não treinado,,,
151005,Modelo não treinado,,,
74452,Modelo não treinado,,,
79085,Modelo não treinado,,,
79047,Modelo não treinado,,,
90291,Modelo não treinado,,,
79342,Sucesso,1.7,1.85,3.966666666666667
74115,Sucesso,0.16666666666666666,0.18333333333333332,0.5666666666666667
83968,Sucesso,1.0333333333333334,1.0333333333333334,0.9666666666666667
83966,Sucesso,0.2833333333333333,0.2833333333333333,0.26666666666666666
83964,Modelo não treinado,,,
74098,Sucesso,0.11666666666666667,0.11666666666666667,0.08333333333333333
83963,Modelo não treinado,,,
118836,Modelo não treinado,,,
74113,Modelo não treinado,,,
118837,Modelo não treinado,,,
74114,Modelo não treinado,,,
83965,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
74099,Sucesso,3.183333333333333,3.2666666666666666,4.55
74117,Sucesso,0.23333333333333334,0.23333333333333334,0.21666666666666667
83969,Sucesso,1.8166666666666667,1.8833333333333333,2.4
74111,Sucesso,0.5166666666666667,0.5166666666666667,0.38333333333333336
74112,Modelo não treinado,,,
74116,Sucesso,0.48333333333333334,1.1833333333333333,2.0166666666666666
83967,Modelo não treinado,,,
118835,Modelo não treinado,,,
104202,Sucesso,1.4666666666666666,1.5,1.7666666666666666
104199,Sucesso,1.2,1.4166666666666667,2.4166666666666665
104204,Sucesso,3.0833333333333335,3.1666666666666665,3.5833333333333335
104206,Sucesso,0.55,0.55,0.5333333333333333
104203,Sucesso,1.65,1.7666666666666666,2.35
104201,Sucesso,0.18333333333333332,0.18333333333333332,0.18333333333333332
104205,Sucesso,0.2833333333333333,0.2833333333333333,0.2833333333333333
104200,Sucesso,0.7,0.6666666666666666,0.6
77825,Sucesso,0.03333333333333333,0.03333333333333333,0.03333333333333333
65977,Modelo não treinado,,,
65978,Modelo não treinado,,,
65979,Modelo não treinado,,,
65980,Modelo não treinado,,,
65982,Modelo não treinado,,,
77826,Sucesso,0.06666666666666667,0.06666666666666667,0.03333333333333333
143728,Sucesso,0.4166666666666667,0.4166666666666667,0.38333333333333336
62668,Sucesso,0.25,0.25,0.13333333333333333
55956,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
55837,Sucesso,0.2,0.18333333333333332,0.18333333333333332
62682,Sucesso,0.13333333333333333,0.13333333333333333,0.08333333333333333
104592,Sucesso,0.05,0.05,0.05
46409,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
157008,Modelo não treinado,,,
55836,Sucesso,0.11666666666666667,0.18333333333333332,0.4666666666666667
62665,Modelo não treinado,,,
157010,Modelo não treinado,,,
157009,Modelo não treinado,,,
49751,Modelo não treinado,,,
108932,Modelo não treinado,,,
62672,Sucesso,0.2833333333333333,0.2833333333333333,0.2833333333333333
62667,Sucesso,0.05,0.05,0.05
62670,Modelo não treinado,,,
104593,Modelo não treinado,,,
108938,Modelo não treinado,,,
128178,Modelo não treinado,,,
157007,Modelo não treinado,,,
49925,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
55843,Sucesso,0.45,0.45,0.45
108931,Modelo não treinado,,,
108933,Modelo não treinado,,,
108937,Modelo não treinado,,,
128173,Modelo não treinado,,,
128242,Modelo não treinado,,,
55838,Sucesso,0.35,0.3333333333333333,0.3
78243,Sucesso,0.7833333333333333,0.7833333333333333,0.7833333333333333
108939,Modelo não treinado,,,
50169,Modelo não treinado,,,
50171,Modelo não treinado,,,
55842,Modelo não treinado,,,
62664,Sucesso,0.2,0.2,0.13333333333333333
62678,Modelo não treinado,,,
108928,Modelo não treinado,,,
108929,Modelo não treinado,,,
104594,Modelo não treinado,,,
104596,Modelo não treinado,,,
104355,Modelo não treinado,,,
104358,Modelo não treinado,,,
128176,Modelo não treinado,,,
128177,Modelo não treinado,,,
128179,Modelo não treinado,,,
37738,Sucesso,0.65,0.6166666666666667,0.26666666666666666
37737,Sucesso,1.0666666666666667,1.0333333333333334,0.6666666666666666
37736,Sucesso,0.9666666666666667,0.9833333333333333,1.0833333333333333
43470,Modelo não treinado,,,
49697,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
49734,Sucesso,0.2,0.2,0.2
49735,Modelo não treinado,,,
49737,Modelo não treinado,,,
49741,Modelo não treinado,,,
49746,Sucesso,0.43333333333333335,0.7333333333333333,2.3833333333333333
49747,Modelo não treinado,,,
49917,Modelo não treinado,,,
49918,Sucesso,0.7333333333333333,0.7166666666666667,0.6833333333333333
49919,Modelo não treinado,,,
50168,Modelo não treinado,,,
55834,Sucesso,0.4166666666666667,0.4166666666666667,0.38333333333333336
55835,Sucesso,0.3,0.3,0.2833333333333333
55839,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
55840,Sucesso,0.1,0.15,0.43333333333333335
55841,Sucesso,0.21666666666666667,0.2,0.15
62617,Sucesso,0.75,0.85,1.0666666666666667
55844,Modelo não treinado,,,
55920,Sucesso,0.5666666666666667,0.6,0.8166666666666667
56745,Sucesso,0.016666666666666666,0.016666666666666666,0.0
62618,Sucesso,0.48333333333333334,0.48333333333333334,0.4666666666666667
57025,Sucesso,0.26666666666666666,0.26666666666666666,0.23333333333333334
61585,Sucesso,0.2833333333333333,0.26666666666666666,0.25
61586,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
62619,Sucesso,0.4666666666666667,0.4666666666666667,0.45
62666,Sucesso,0.3,0.3,0.31666666666666665
62674,Sucesso,0.15,0.15,0.11666666666666667
62671,Modelo não treinado,,,
62673,Sucesso,0.0,0.0,0.0
62675,Sucesso,0.3333333333333333,0.31666666666666665,0.26666666666666666
62676,Modelo não treinado,,,
62679,Modelo não treinado,,,
62681,Modelo não treinado,,,
62683,Sucesso,0.3333333333333333,0.36666666666666664,0.9666666666666667
62695,Sucesso,0.26666666666666666,0.26666666666666666,0.2833333333333333
62696,Sucesso,0.5333333333333333,0.5166666666666667,0.43333333333333335
62669,Modelo não treinado,,,
67839,Modelo não treinado,,,
68207,Sucesso,0.16666666666666666,0.18333333333333332,0.3
68995,Modelo não treinado,,,
108927,Modelo não treinado,,,
108930,Modelo não treinado,,,
104591,Modelo não treinado,,,
108936,Modelo não treinado,,,
104597,Modelo não treinado,,,
104356,Modelo não treinado,,,
104357,Modelo não treinado,,,
128174,Modelo não treinado,,,
128175,Modelo não treinado,,,
129079,Modelo não treinado,,,
157049,Modelo não treinado,,,
73172,Modelo não treinado,,,
65827,Modelo não treinado,,,
73178,Modelo não treinado,,,
65828,Modelo não treinado,,,
65829,Modelo não treinado,,,
65824,Sucesso,0.15,0.15,0.13333333333333333
73177,Modelo não treinado,,,
53387,Modelo não treinado,,,
65825,Modelo não treinado,,,
53396,Modelo não treinado,,,
73166,Modelo não treinado,,,
56909,Modelo não treinado,,,
73181,Modelo não treinado,,,
40401,Modelo não treinado,,,
73175,Modelo não treinado,,,
73173,Modelo não treinado,,,
73171,Modelo não treinado,,,
35239,Sucesso,1.15,1.1833333333333333,1.3666666666666667
53388,Modelo não treinado,,,
53395,Sucesso,0.4,0.4,0.35
53397,Sucesso,0.25,0.25,0.3
56906,Modelo não treinado,,,
56908,Modelo não treinado,,,
56910,Modelo não treinado,,,
56907,Modelo não treinado,,,
56911,Sucesso,0.5833333333333334,0.5833333333333334,0.55
56977,Modelo não treinado,,,
65823,Modelo não treinado,,,
69451,Modelo não treinado,,,
69452,Sucesso,0.15,0.13333333333333333,0.11666666666666667
73169,Modelo não treinado,,,
73174,Modelo não treinado,,,
73170,Modelo não treinado,,,
73167,Modelo não treinado,,,
73168,Modelo não treinado,,,
73176,Sucesso,0.15,0.15,0.1
73180,Modelo não treinado,,,
35338,Modelo não treinado,,,
35074,Sucesso,0.3333333333333333,0.3333333333333333,0.43333333333333335
154804,Modelo não treinado,,,
154805,Modelo não treinado,,,
154806,Modelo não treinado,,,
154808,Modelo não treinado,,,
154809,Modelo não treinado,,,
82601,Modelo não treinado,,,
82583,Modelo não treinado,,,
82600,Modelo não treinado,,,
82579,Modelo não treinado,,,
82577,Modelo não treinado,,,
82582,Modelo não treinado,,,
82581,Modelo não treinado,,,
82584,Modelo não treinado,,,
82585,Sucesso,0.15,0.16666666666666666,0.2
82597,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
82789,Modelo não treinado,,,
82590,Modelo não treinado,,,
82598,Sucesso,0.18333333333333332,0.21666666666666667,0.25
82604,Modelo não treinado,,,
82792,Modelo não treinado,,,
82800,Modelo não treinado,,,
134373,Modelo não treinado,,,
82576,Modelo não treinado,,,
82578,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
82580,Modelo não treinado,,,
82586,Sucesso,0.11666666666666667,0.11666666666666667,0.08333333333333333
82587,Modelo não treinado,,,
82588,Modelo não treinado,,,
82589,Modelo não treinado,,,
82591,Sucesso,0.11666666666666667,0.11666666666666667,0.05
82592,Modelo não treinado,,,
82593,Sucesso,0.21666666666666667,0.21666666666666667,0.21666666666666667
82594,Sucesso,0.35,0.3333333333333333,0.26666666666666666
82595,Modelo não treinado,,,
82596,Modelo não treinado,,,
82599,Modelo não treinado,,,
82602,Modelo não treinado,,,
82603,Modelo não treinado,,,
82605,Modelo não treinado,,,
82606,Modelo não treinado,,,
82790,Sucesso,0.18333333333333332,0.18333333333333332,0.16666666666666666
82791,Modelo não treinado,,,
82793,Modelo não treinado,,,
82794,Modelo não treinado,,,
82795,Modelo não treinado,,,
82787,Modelo não treinado,,,
82788,Modelo não treinado,,,
82796,Sucesso,0.1,0.1,0.1
82797,Modelo não treinado,,,
82798,Sucesso,0.36666666666666664,0.35,0.31666666666666665
82799,Modelo não treinado,,,
82801,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
134371,Modelo não treinado,,,
134372,Modelo não treinado,,,
134374,Modelo não treinado,,,
134375,Modelo não treinado,,,
134376,Modelo não treinado,,,
134377,Modelo não treinado,,,
134378,Modelo não treinado,,,
140875,Modelo não treinado,,,
86861,Sucesso,0.36666666666666664,0.35,0.31666666666666665
82258,Sucesso,0.08333333333333333,0.08333333333333333,0.15
59966,Sucesso,4.166666666666667,4.283333333333333,6.25
86860,Modelo não treinado,,,
86862,Modelo não treinado,,,
82259,Modelo não treinado,,,
82257,Modelo não treinado,,,
59965,Sucesso,1.5666666666666667,1.55,1.4666666666666666
59967,Modelo não treinado,,,
82260,Modelo não treinado,,,
82293,Modelo não treinado,,,
74782,Modelo não treinado,,,
60192,Modelo não treinado,,,
60194,Modelo não treinado,,,
60196,Modelo não treinado,,,
60195,Modelo não treinado,,,
60197,Modelo não treinado,,,
60208,Modelo não treinado,,,
154789,Modelo não treinado,,,
154790,Modelo não treinado,,,
155994,Modelo não treinado,,,
88216,Modelo não treinado,,,
88218,Modelo não treinado,,,
88215,Modelo não treinado,,,
88219,Modelo não treinado,,,
88220,Modelo não treinado,,,
145622,Modelo não treinado,,,
88217,Modelo não treinado,,,
145623,Modelo não treinado,,,
69269,Sucesso,4.233333333333333,4.35,5.35
69002,Sucesso,0.23333333333333334,0.23333333333333334,0.23333333333333334
74900,Sucesso,0.9166666666666666,1.0666666666666667,3.1333333333333333
68763,Sucesso,0.5,0.5166666666666667,0.5166666666666667
75095,Sucesso,0.4666666666666667,0.4666666666666667,1.4
75090,Sucesso,0.65,0.65,0.65
69013,Sucesso,0.7166666666666667,0.7333333333333333,0.8666666666666667
74742,Sucesso,1.5833333333333333,1.6666666666666667,2.8333333333333335
69120,Sucesso,0.7166666666666667,0.9333333333333333,1.65
68762,Sucesso,0.5,0.5166666666666667,0.7
68820,Sucesso,0.18333333333333332,0.18333333333333332,0.2
133422,Modelo não treinado,,,
108922,Sucesso,0.8833333333333333,0.8666666666666667,0.7833333333333333
90808,Sucesso,0.3,0.3,0.31666666666666665
99387,Sucesso,0.31666666666666665,0.2833333333333333,0.2833333333333333
133418,Modelo não treinado,,,
161120,Modelo não treinado,,,
191746,Modelo não treinado,,,
191749,Modelo não treinado,,,
191750,Modelo não treinado,,,
99393,Sucesso,0.43333333333333335,0.43333333333333335,0.45
191748,Modelo não treinado,,,
191751,Modelo não treinado,,,
69277,Sucesso,0.31666666666666665,0.36666666666666664,0.9833333333333333
99391,Sucesso,0.31666666666666665,0.31666666666666665,0.23333333333333334
68766,Sucesso,0.48333333333333334,0.48333333333333334,0.43333333333333335
68767,Modelo não treinado,,,
74746,Sucesso,0.35,5.15,34.65
99389,Modelo não treinado,,,
99390,Sucesso,0.26666666666666666,0.26666666666666666,0.26666666666666666
103570,Sucesso,0.25,0.25,0.16666666666666666
103575,Sucesso,0.25,0.3,0.65
107782,Sucesso,0.36666666666666664,0.36666666666666664,0.31666666666666665
68765,Modelo não treinado,,,
69122,Sucesso,1.2166666666666666,1.3666666666666667,3.566666666666667
99392,Sucesso,0.65,0.7,1.0833333333333333
133395,Sucesso,0.21666666666666667,0.21666666666666667,0.18333333333333332
79115,Sucesso,0.35,0.35,0.31666666666666665
90800,Modelo não treinado,,,
25983,Sucesso,0.3333333333333333,0.35,0.65
130041,Modelo não treinado,,,
75094,Sucesso,0.3333333333333333,0.3333333333333333,0.31666666666666665
90245,Sucesso,0.2,0.2,0.18333333333333332
103574,Modelo não treinado,,,
68821,Sucesso,0.31666666666666665,0.31666666666666665,0.31666666666666665
74747,Sucesso,0.31666666666666665,0.31666666666666665,0.3333333333333333
107420,Sucesso,0.15,0.15,0.13333333333333333
74902,Sucesso,1.5,1.45,2.0833333333333335
69117,Sucesso,0.31666666666666665,0.3,0.26666666666666666
90247,Sucesso,0.1,0.1,0.1
103579,Modelo não treinado,,,
130040,Modelo não treinado,,,
107781,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
107785,Sucesso,0.4666666666666667,0.5166666666666667,0.5333333333333333
68761,Sucesso,0.11666666666666667,0.15,0.45
69001,Sucesso,1.3333333333333333,1.4166666666666667,2.5
69116,Sucesso,0.36666666666666664,0.38333333333333336,0.4
69121,Sucesso,1.5666666666666667,1.5666666666666667,1.5666666666666667
103578,Sucesso,0.16666666666666666,0.16666666666666666,0.08333333333333333
107783,Sucesso,0.5333333333333333,0.5333333333333333,0.5333333333333333
107784,Modelo não treinado,,,
130042,Sucesso,0.1,0.13333333333333333,0.3
133419,Modelo não treinado,,,
133421,Modelo não treinado,,,
161119,Modelo não treinado,,,
29293,Modelo não treinado,,,
191747,Modelo não treinado,,,
68760,Sucesso,1.3833333333333333,1.3833333333333333,1.5
68764,Sucesso,0.5333333333333333,0.5333333333333333,0.48333333333333334
68768,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
69000,Sucesso,0.25,0.25,0.16666666666666666
69003,Modelo não treinado,,,
69004,Modelo não treinado,,,
74901,Modelo não treinado,,,
69006,Sucesso,0.13333333333333333,0.13333333333333333,0.15
69008,Sucesso,0.23333333333333334,0.26666666666666666,0.25
69009,Modelo não treinado,,,
69010,Sucesso,0.8,0.8166666666666667,0.7333333333333333
69011,Sucesso,0.7,0.7166666666666667,0.7166666666666667
69012,Sucesso,0.2,0.2,0.16666666666666666
69017,Sucesso,0.26666666666666666,0.25,0.13333333333333333
69110,Sucesso,1.3166666666666667,1.3166666666666667,1.1333333333333333
69111,Sucesso,0.4,0.38333333333333336,0.3333333333333333
69112,Modelo não treinado,,,
69113,Modelo não treinado,,,
69114,Sucesso,0.55,0.55,0.48333333333333334
69115,Sucesso,0.16666666666666666,0.15,0.15
69118,Sucesso,1.2833333333333334,1.3166666666666667,1.5166666666666666
69119,Sucesso,0.5333333333333333,0.5,0.4666666666666667
69231,Modelo não treinado,,,
69232,Sucesso,1.1833333333333333,1.1666666666666667,1.0666666666666667
69234,Modelo não treinado,,,
69237,Modelo não treinado,,,
69270,Modelo não treinado,,,
69273,Modelo não treinado,,,
69274,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
69275,Modelo não treinado,,,
69276,Sucesso,0.7833333333333333,0.7666666666666667,0.6833333333333333
69278,Sucesso,0.6,0.6,1.1333333333333333
69283,Sucesso,1.05,1.0,0.9833333333333333
74748,Sucesso,0.15,0.15,0.15
77718,Sucesso,1.05,1.0166666666666666,0.9
30914,Sucesso,0.4,0.38333333333333336,0.38333333333333336
90244,Sucesso,0.21666666666666667,0.21666666666666667,0.2
90246,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
90801,Sucesso,0.21666666666666667,0.21666666666666667,0.21666666666666667
90802,Modelo não treinado,,,
25982,Sucesso,0.36666666666666664,0.43333333333333335,0.6166666666666667
25980,Sucesso,0.5,0.5,0.4
90806,Modelo não treinado,,,
29304,Sucesso,0.18333333333333332,0.18333333333333332,0.16666666666666666
92427,Modelo não treinado,,,
99386,Sucesso,0.26666666666666666,0.21666666666666667,0.2833333333333333
99388,Sucesso,0.38333333333333336,0.4,0.5333333333333333
99394,Sucesso,0.2,0.2,0.18333333333333332
102597,Sucesso,0.26666666666666666,0.26666666666666666,0.26666666666666666
103571,Modelo não treinado,,,
103572,Sucesso,0.75,0.75,0.75
103573,Sucesso,0.31666666666666665,0.31666666666666665,0.3
103576,Sucesso,0.4166666666666667,0.4166666666666667,0.3333333333333333
103577,Sucesso,0.11666666666666667,0.11666666666666667,0.11666666666666667
107780,Sucesso,0.23333333333333334,0.23333333333333334,0.21666666666666667
107786,Modelo não treinado,,,
